eval_id,rater,case_id,surface,title,description,research_gap,evidence_references,relevance,novelty,plausibility,evidence_quality,notes
EV-8dadfe38a8,,recommender_x_fairness,gap,,Explicit limitation reported: The abstract of 'Diagnostic and Statistical Manual of Mental Disorders' does not report evaluation beyond para.,Explicit limitation reported: The abstract of 'Diagnostic and Statistical Manual of Mental Disorders' does not report evaluation beyond para.,Diagnostic and Statistical Manual of Mental Disorders,,,,,
EV-8dba290f08,,federated_learning_x_privacy,hypothesis,,Combining the methods reported in the top retrieved papers will yield gains on Retrieved coverage is limited to the listed papers; a deeper corpus would be needed to confirm gaps between Federated learning for healthcare and Differential privacy in machine learning.,,Deep Learning with Differential Privacy; The future of digital health with federated learning; Advances and Open Problems in Federated Learning,,,,,
EV-8dbc825761,,knowledge_graph_x_question_answering,gap,,Future-work opportunity: Extending 'A Persona-Based Neural Conversation Model' to broader settings is suggested by the absence of such results in the abstract.,Future-work opportunity: Extending 'A Persona-Based Neural Conversation Model' to broader settings is suggested by the absence of such results in the abstract.,A Persona-Based Neural Conversation Model,,,,,
EV-8e054ae2c8,,rl_x_sim_to_real,gap,,Future-work opportunity: Extending 'A Persona-Based Neural Conversation Model' to broader settings is suggested by the absence of such results in the abstract.,Future-work opportunity: Extending 'A Persona-Based Neural Conversation Model' to broader settings is suggested by the absence of such results in the abstract.,A Persona-Based Neural Conversation Model,,,,,
EV-8e13dc5044,,clinical_nlp_x_ehr,gap,,Explicit limitation reported: The abstract of 'Diagnostic and Statistical Manual of Mental Disorders' does not report evaluation beyond para.,Explicit limitation reported: The abstract of 'Diagnostic and Statistical Manual of Mental Disorders' does not report evaluation beyond para.,Diagnostic and Statistical Manual of Mental Disorders,,,,,
EV-8fc099f181,,clinical_nlp_x_ehr,gap,,Explicit limitation reported: The abstract of 'Natural language processing: an introduction' does not report evaluation beyond medical.,Explicit limitation reported: The abstract of 'Natural language processing: an introduction' does not report evaluation beyond medical.,Natural language processing: an introduction,,,,,
EV-8ffd07fb51,,materials_discovery_x_active_learning,gap,,Explicit limitation reported: The abstract of 'Recent advances and applications of machine learning in solid-state materials science' does not report evaluation beyond learning.,Explicit limitation reported: The abstract of 'Recent advances and applications of machine learning in solid-state materials science' does not report evaluation beyond learning.,Recent advances and applications of machine learning in solid-state materials science,,,,,
EV-9042d7c7e6,,clinical_nlp_x_ehr,hypothesis,,Combining the methods reported in the top retrieved papers will yield gains on No source paper in the retrieved set jointly covers 'Topic Modeling' across Natural language processing for clinical text and Electronic health record analytics; a combined treatment is missing.,,Deep EHR: A Survey of Recent Advances in Deep Learning Techniques for Electronic Health Record (EHR) Analysis; Scalable and accurate deep learning with electronic health records; Natural Language Processing of Clinical Notes on Chronic Diseases: Systematic Review,,,,,
EV-910082aa91,,knowledge_graph_x_question_answering,gap,,Explicit limitation reported: The abstract of 'Graph-Based Reasoning over Heterogeneous External Knowledge for Commonsense Question Answering' does not report evaluation beyond evidence.,Explicit limitation reported: The abstract of 'Graph-Based Reasoning over Heterogeneous External Knowledge for Commonsense Question Answering' does not report evaluation beyond evidence.,Graph-Based Reasoning over Heterogeneous External Knowledge for Commonsense Question Answering,,,,,
EV-9183b96a77,,single_cell_x_transfer_learning,hypothesis,,Applying the combined methodology suggested by 'Shared focus: gene expression and cancer classification + single-cell and spatial transcriptomics' will yield measurable gains on the shared problem; this remains to be empirically validated.,,,,,,,
EV-92070b4e83,,knowledge_graph_x_question_answering,hypothesis,,The most embedding-similar papers jointly cover the researchers' interests; combining their methods warrants empirical evaluation.,,Knowledge Graph Embedding by Translating on Hyperplanes; Learning Entity and Relation Embeddings for Knowledge Graph Completion; Knowledge Graph Embedding via Dynamic Mapping Matrix,,,,,
EV-9392391735,,quantum_chemistry_x_dft,gap,,Future-work opportunity: Extending 'Research Domain Criteria (RDoC): Toward a New Classification Framework for Research on Mental Disorders' to broader settings is suggested by the absence of such results in the abstract.,Future-work opportunity: Extending 'Research Domain Criteria (RDoC): Toward a New Classification Framework for Research on Mental Disorders' to broader settings is suggested by the absence of such results in the abstract.,Research Domain Criteria (RDoC): Toward a New Classification Framework for Research on Mental Disorders,,,,,
EV-93a69e2ca7,,causal_inference_x_clinical_ml,intersection,Bridging 'TRIPOD+AI statement: updated guidance for reporting clinical' and 'Machine learning applications in cancer prognosis and predic',The two most overlapping papers share vocabulary with the combined expertise of Causal inference in epidemiology and Machine learning for clinical prediction; combining their reported methods is a plausible joint direction.,No source paper in the retrieved set jointly covers 'Advanced Causal Inference Techniques' across Causal inference in epidemiology and Machine learning for clinical prediction; a combined treatment is missing.,TRIPOD+AI statement: updated guidance for reporting clinical prediction models that use regression or machine learning methods; Machine learning applications in cancer prognosis and prediction; Mendelian randomization: genetic anchors for causal inference in epidemiological studies,,,,,
EV-93f93e4b75,,gnn_x_protein_structure,gap,,Future-work opportunity: Extending 'Graph convolutional networks: a comprehensive review' to broader settings is suggested by the absence of such results in the abstract.,Future-work opportunity: Extending 'Graph convolutional networks: a comprehensive review' to broader settings is suggested by the absence of such results in the abstract.,Graph convolutional networks: a comprehensive review,,,,,
EV-9463dc89eb,,climate_downscaling_x_deep_learning,gap,,Future-work opportunity: Extending 'Validation of the theoretical domains framework for use in behaviour change and implementation research' to broader settings is suggested by the absence of such results in the abstract.,Future-work opportunity: Extending 'Validation of the theoretical domains framework for use in behaviour change and implementation research' to broader settings is suggested by the absence of such results in the abstract.,Validation of the theoretical domains framework for use in behaviour change and implementation research,,,,,
EV-94fe0a4d09,,rl_x_sim_to_real,gap,,Explicit limitation reported: The abstract of 'Diagnostic and Statistical Manual of Mental Disorders' does not report evaluation beyond para.,Explicit limitation reported: The abstract of 'Diagnostic and Statistical Manual of Mental Disorders' does not report evaluation beyond para.,Diagnostic and Statistical Manual of Mental Disorders,,,,,
EV-956518f224,,causal_inference_x_clinical_ml,hypothesis,,Combining the methods reported in the top retrieved papers will yield gains on No source paper in the retrieved set jointly covers 'Advanced Causal Inference Techniques' across Causal inference in epidemiology and Machine learning for clinical prediction; a combined treatment is missing.,,TRIPOD+AI statement: updated guidance for reporting clinical prediction models that use regression or machine learning methods; Machine learning applications in cancer prognosis and prediction; Mendelian randomization: genetic anchors for causal inference in epidemiological studies,,,,,
EV-969ee88703,,clinical_nlp_x_ehr,gap,,Explicit limitation reported: The abstract of 'Large language models encode clinical knowledge' does not report evaluation beyond clinical.,Explicit limitation reported: The abstract of 'Large language models encode clinical knowledge' does not report evaluation beyond clinical.,Large language models encode clinical knowledge,,,,,
EV-9afcd5041e,,clinical_nlp_x_ehr,intersection,Bridging illustrative x illustrative: combining Natural language processing for clinical text and Electronic health record analytics expertise,Both publication records touch 'illustrative x illustrative'. A joint direction could combine the methods of Natural language processing for clinical text with the methods of Electronic health record analytics to address the identified gap. No relevant evidence was found in the searched literature.,Explicit limitation reported: The abstract of 'Large language models encode clinical knowledge' does not report evaluation beyond clinical.,Large language models encode clinical knowledge,,,,,
EV-9b070bba2b,,speech_recognition_x_hearing_aids,gap,,Future-work opportunity: Extending 'CONNECTIONIST EVIDENCE COMBINATION IN AUTOMATIC SPEECH RECOGNITION' to broader settings is suggested by the absence of such results in the abstract.,Future-work opportunity: Extending 'CONNECTIONIST EVIDENCE COMBINATION IN AUTOMATIC SPEECH RECOGNITION' to broader settings is suggested by the absence of such results in the abstract.,CONNECTIONIST EVIDENCE COMBINATION IN AUTOMATIC SPEECH RECOGNITION,,,,,
EV-9cd206a577,,causal_inference_x_clinical_ml,gap,,"Future-work opportunity: Extending 'The seven tools of causal inference, with reflections on machine learning' to broader settings is suggested by the absence of such results in the abstract.","Future-work opportunity: Extending 'The seven tools of causal inference, with reflections on machine learning' to broader settings is suggested by the absence of such results in the abstract.","The seven tools of causal inference, with reflections on machine learning",,,,,
EV-9ce915f533,,recommender_x_fairness,gap,,No source paper in the retrieved set jointly covers 'Explainable Artificial Intelligence (XAI)' across Recommender systems and Fairness in machine learning; a combined treatment is missing.,No source paper in the retrieved set jointly covers 'Explainable Artificial Intelligence (XAI)' across Recommender systems and Fairness in machine learning; a combined treatment is missing.,Item-based collaborative filtering recommendation algorithms; Evaluating collaborative filtering recommender systems; Neural Collaborative Filtering,,,,,
EV-9f19a8a2b0,,speech_recognition_x_hearing_aids,hypothesis,,Combining the methods reported in the top retrieved papers will yield gains on Retrieved coverage is limited to the listed papers; a deeper corpus would be needed to confirm gaps between Automatic speech recognition and Speech enhancement for hearing aids.,,A Consolidated Perspective on Multimicrophone Speech Enhancement and Source Separation; Hearing Impairment and Cognitive Energy: The Framework for Understanding Effortful Listening (FUEL); Why do people fitted with hearing aids not wear them?,,,,,
EV-9f22127419,,climate_downscaling_x_deep_learning,hypothesis,,The most embedding-similar papers jointly cover the researchers' interests; combining their methods warrants empirical evaluation.,,Precipitation downscaling under climate change: Recent developments to bridge the gap between dynamical models and the end user; Statistical Downscaling and Bias Correction for Climate Research; Guidelines For Use Of Climate Scenarios Developed From Statistical Downscaling Methods.,,,,,
EV-9f2b33f710,,quantum_chemistry_x_dft,gap,,"Possible gap: 'Quantum and electron transport phenomena' appears on only one side of this pairing (Quantum computing for chemistry / Density functional theory); joint or comparative evidence was not provided, so a combined treatment is worth empirical study.","Possible gap: 'Quantum and electron transport phenomena' appears on only one side of this pairing (Quantum computing for chemistry / Density functional theory); joint or comparative evidence was not provided, so a combined treatment is worth empirical study.",,,,,,
EV-9f7a02fac7,,gnn_x_protein_structure,gap,,Future-work opportunity: Extending 'The rise of deep learning in drug discovery' to broader settings is suggested by the absence of such results in the abstract.,Future-work opportunity: Extending 'The rise of deep learning in drug discovery' to broader settings is suggested by the absence of such results in the abstract.,The rise of deep learning in drug discovery,,,,,
EV-9f8c7e65fe,,speech_recognition_x_hearing_aids,intersection,Bridging illustrative x illustrative: combining Automatic speech recognition and Speech enhancement for hearing aids expertise,Both publication records touch 'illustrative x illustrative'. A joint direction could combine the methods of Automatic speech recognition with the methods of Speech enhancement for hearing aids to address the identified gap. No relevant evidence was found in the searched literature.,Explicit limitation reported: The abstract of 'ITINERIS - Italian Integrated Environmental Research Infrastructures System - Marine Domain ' does not report evaluation beyond data.,ITINERIS - Italian Integrated Environmental Research Infrastructures System - Marine Domain ,,,,,
EV-a01665e289,,materials_discovery_x_active_learning,gap,,Future-work opportunity: Extending 'The NIMH Research Domain Criteria (RDoC) Project: Precision Medicine for Psychiatry' to broader settings is suggested by the absence of such results in the abstract.,Future-work opportunity: Extending 'The NIMH Research Domain Criteria (RDoC) Project: Precision Medicine for Psychiatry' to broader settings is suggested by the absence of such results in the abstract.,The NIMH Research Domain Criteria (RDoC) Project: Precision Medicine for Psychiatry,,,,,
EV-a093a24ce8,,speech_recognition_x_hearing_aids,hypothesis,,The most embedding-similar papers jointly cover the researchers' interests; combining their methods warrants empirical evaluation.,,Speech Enhancement; Speech enhancement theory and practice; A Consolidated Perspective on Multimicrophone Speech Enhancement and Source Separation,,,,,
EV-a0cf412bb0,,federated_learning_x_privacy,gap,,"Possible gap: 'Artificial Intelligence in Healthcare and Education' appears on only one side of this pairing (Federated learning for healthcare / Differential privacy in machine learning); joint or comparative evidence was not provided, so a combined treatment is worth empirical study.","Possible gap: 'Artificial Intelligence in Healthcare and Education' appears on only one side of this pairing (Federated learning for healthcare / Differential privacy in machine learning); joint or comparative evidence was not provided, so a combined treatment is worth empirical study.",,,,,,
EV-a1847fb9b4,,causal_inference_x_clinical_ml,gap,,Future-work opportunity: Extending 'Toward Causal Representation Learning' to broader settings is suggested by the absence of such results in the abstract.,Future-work opportunity: Extending 'Toward Causal Representation Learning' to broader settings is suggested by the absence of such results in the abstract.,Toward Causal Representation Learning,,,,,
EV-a22b68eaff,,materials_discovery_x_active_learning,gap,,"Possible gap: 'Computational Drug Discovery Methods' appears on only one side of this pairing (Machine learning for materials discovery / Active learning for experimental design); joint or comparative evidence was not provided, so a combined treatment is worth empirical study.","Possible gap: 'Computational Drug Discovery Methods' appears on only one side of this pairing (Machine learning for materials discovery / Active learning for experimental design); joint or comparative evidence was not provided, so a combined treatment is worth empirical study.",,,,,,
EV-a2b669dcc1,,quantum_chemistry_x_dft,hypothesis,,Combining the methods reported in the top retrieved papers will yield gains on Retrieved coverage is limited to the listed papers; a deeper corpus would be needed to confirm gaps between Quantum computing for chemistry and Density functional theory.,,"QUANTUM ESPRESSO: a modular and open-source software project for quantum simulations of materials; Quantum Computing in the NISQ era and beyond; The M06 suite of density functionals for main group thermochemistry, thermochemical kinetics, noncovalent interactions, excited states, and transition elements: two new functionals and systematic testing of four M06-class functionals and 12 other functionals",,,,,
EV-a3077f9870,,gnn_x_protein_structure,hypothesis,,Applying the combined methodology suggested by 'Shared focus: computational drug discovery methods + protein structure and dynamics' will yield measurable gains on the shared problem; this remains to be empirically validated.,,,,,,,
EV-a32aaea801,,clinical_nlp_x_ehr,gap,,"Possible gap: 'Topic Modeling' appears on only one side of this pairing (Natural language processing for clinical text / Electronic health record analytics); joint or comparative evidence was not provided, so a combined treatment is worth empirical study.","Possible gap: 'Topic Modeling' appears on only one side of this pairing (Natural language processing for clinical text / Electronic health record analytics); joint or comparative evidence was not provided, so a combined treatment is worth empirical study.",,,,,,
EV-a360009e30,,speech_recognition_x_hearing_aids,gap,,Topics outside the top-ranked papers are least similar to the combined inputs for Automatic speech recognition and Speech enhancement for hearing aids; such topics are not jointly evidenced.,Topics outside the top-ranked papers are least similar to the combined inputs for Automatic speech recognition and Speech enhancement for hearing aids; such topics are not jointly evidenced.,Speech Enhancement; Speech enhancement theory and practice; A Consolidated Perspective on Multimicrophone Speech Enhancement and Source Separation,,,,,
EV-a3701392c4,,materials_discovery_x_active_learning,gap,,Explicit limitation reported: The abstract of 'Diagnostic and Statistical Manual of Mental Disorders' does not report evaluation beyond para.,Explicit limitation reported: The abstract of 'Diagnostic and Statistical Manual of Mental Disorders' does not report evaluation beyond para.,Diagnostic and Statistical Manual of Mental Disorders,,,,,
EV-a41fdeeb06,,quantum_chemistry_x_dft,gap,,Future-work opportunity: Extending 'Persona' to broader settings is suggested by the absence of such results in the abstract.,Future-work opportunity: Extending 'Persona' to broader settings is suggested by the absence of such results in the abstract.,Persona,,,,,
EV-a4be2f690e,,climate_downscaling_x_deep_learning,gap,,Future-work opportunity: Extending 'A Persona-Based Neural Conversation Model' to broader settings is suggested by the absence of such results in the abstract.,Future-work opportunity: Extending 'A Persona-Based Neural Conversation Model' to broader settings is suggested by the absence of such results in the abstract.,A Persona-Based Neural Conversation Model,,,,,
EV-a52395c447,,climate_downscaling_x_deep_learning,gap,,Explicit limitation reported: The abstract of 'A Transdisciplinary Review of Deep Learning Research and Its Relevance for Water Resources Scientists' does not report evaluation beyond data.,Explicit limitation reported: The abstract of 'A Transdisciplinary Review of Deep Learning Research and Its Relevance for Water Resources Scientists' does not report evaluation beyond data.,A Transdisciplinary Review of Deep Learning Research and Its Relevance for Water Resources Scientists,,,,,
EV-a63f48a637,,recommender_x_fairness,gap,,Future-work opportunity: Extending 'SciPy 1.0: fundamental algorithms for scientific computing in Python' to broader settings is suggested by the absence of such results in the abstract.,Future-work opportunity: Extending 'SciPy 1.0: fundamental algorithms for scientific computing in Python' to broader settings is suggested by the absence of such results in the abstract.,SciPy 1.0: fundamental algorithms for scientific computing in Python,,,,,
EV-a7759bd140,,climate_downscaling_x_deep_learning,gap,,Future-work opportunity: Extending 'A Transdisciplinary Review of Deep Learning Research and Its Relevance for Water Resources Scientists' to broader settings is suggested by the absence of such results in the abstract.,Future-work opportunity: Extending 'A Transdisciplinary Review of Deep Learning Research and Its Relevance for Water Resources Scientists' to broader settings is suggested by the absence of such results in the abstract.,A Transdisciplinary Review of Deep Learning Research and Its Relevance for Water Resources Scientists,,,,,
EV-a7a82e413e,,single_cell_x_transfer_learning,gap,,"Future-work opportunity: Extending 'The NIMH Research Domain Criteria Initiative: Background, Issues, and Pragmatics' to broader settings is suggested by the absence of such results in the abstract.","Future-work opportunity: Extending 'The NIMH Research Domain Criteria Initiative: Background, Issues, and Pragmatics' to broader settings is suggested by the absence of such results in the abstract.","The NIMH Research Domain Criteria Initiative: Background, Issues, and Pragmatics",,,,,
EV-a7ae78b590,,clinical_nlp_x_ehr,gap,,"Explicit limitation reported: The abstract of 'The NIMH Research Domain Criteria Initiative: Background, Issues, and Pragmatics' does not report evaluation beyond rdoc.","Explicit limitation reported: The abstract of 'The NIMH Research Domain Criteria Initiative: Background, Issues, and Pragmatics' does not report evaluation beyond rdoc.","The NIMH Research Domain Criteria Initiative: Background, Issues, and Pragmatics",,,,,
EV-a7bf9540ab,,clinical_nlp_x_ehr,gap,,Future-work opportunity: Extending 'Assessment of Natural Language Processing of Electronic Health Records to Measure Goals-of-Care Discussions as a Clinical Trial Outcome' to broader settings is suggested by the absence of such results in the abstract.,Future-work opportunity: Extending 'Assessment of Natural Language Processing of Electronic Health Records to Measure Goals-of-Care Discussions as a Clinical Trial Outcome' to broader settings is suggested by the absence of such results in the abstract.,Assessment of Natural Language Processing of Electronic Health Records to Measure Goals-of-Care Discussions as a Clinical Trial Outcome,,,,,
EV-a7f43ea52a,,rl_x_sim_to_real,gap,,Topics outside the top-ranked papers are least similar to the combined inputs for Reinforcement learning for robot control and Sim-to-real transfer in robotics; such topics are not jointly evidenced.,Topics outside the top-ranked papers are least similar to the combined inputs for Reinforcement learning for robot control and Sim-to-real transfer in robotics; such topics are not jointly evidenced.,Sim-to-Real Transfer in Deep Reinforcement Learning for Robotics: a Survey; Active Learning Literature Survey; Sim-to-Real Transfer of Robotic Control with Dynamics Randomization,,,,,
EV-a82b23b0bb,,climate_downscaling_x_deep_learning,gap,,Explicit limitation reported: The abstract of 'Deep Learning for Daily Precipitation and Temperature Downscaling' does not report evaluation beyond precipitation.,Explicit limitation reported: The abstract of 'Deep Learning for Daily Precipitation and Temperature Downscaling' does not report evaluation beyond precipitation.,Deep Learning for Daily Precipitation and Temperature Downscaling,,,,,
EV-a8a717e0ca,,speech_recognition_x_hearing_aids,intersection,Shared focus: speech and audio processing,Both profiles reference 'speech and audio processing'. Combining Automatic speech recognition's methods (see profile) with Speech enhancement for hearing aids's methods (see profile) may advance the shared problem.,,,,,,,
EV-a8b394b10c,,single_cell_x_transfer_learning,intersection,Similarity bridge: 'GSVA: gene set variation analysis for microarray and RNA-Seq' and 'SCANPY: large-scale single-cell gene expression data analysi',The two corpus papers most similar (embedding-wise) to the combined researcher inputs are proposed as the basis of a joint direction.,Topics outside the top-ranked papers are least similar to the combined inputs for Single-cell genomics and Transfer learning in bioinformatics; such topics are not jointly evidenced.,GSVA: gene set variation analysis for microarray and RNA-Seq data; SCANPY: large-scale single-cell gene expression data analysis; limma powers differential expression analyses for RNA-sequencing and microarray studies,,,,,
EV-a8b8e19ed7,,rl_x_sim_to_real,gap,,Future-work opportunity: Extending 'Validation of the theoretical domains framework for use in behaviour change and implementation research' to broader settings is suggested by the absence of such results in the abstract.,Future-work opportunity: Extending 'Validation of the theoretical domains framework for use in behaviour change and implementation research' to broader settings is suggested by the absence of such results in the abstract.,Validation of the theoretical domains framework for use in behaviour change and implementation research,,,,,
EV-a8d9e168e2,,knowledge_graph_x_question_answering,gap,,Future-work opportunity: Extending 'Validation of the theoretical domains framework for use in behaviour change and implementation research' to broader settings is suggested by the absence of such results in the abstract.,Future-work opportunity: Extending 'Validation of the theoretical domains framework for use in behaviour change and implementation research' to broader settings is suggested by the absence of such results in the abstract.,Validation of the theoretical domains framework for use in behaviour change and implementation research,,,,,
EV-aad4dc7bc9,,materials_discovery_x_active_learning,gap,,Future-work opportunity: Extending 'Machine learning for molecular and materials science' to broader settings is suggested by the absence of such results in the abstract.,Future-work opportunity: Extending 'Machine learning for molecular and materials science' to broader settings is suggested by the absence of such results in the abstract.,Machine learning for molecular and materials science,,,,,
EV-ac1bcc4419,,materials_discovery_x_active_learning,gap,,Future-work opportunity: Extending 'Active Learning Literature Survey' to broader settings is suggested by the absence of such results in the abstract.,Future-work opportunity: Extending 'Active Learning Literature Survey' to broader settings is suggested by the absence of such results in the abstract.,Active Learning Literature Survey,,,,,
EV-ae6b9f2538,,climate_downscaling_x_deep_learning,gap,,"Explicit limitation reported: The abstract of 'The NIMH Research Domain Criteria Initiative: Background, Issues, and Pragmatics' does not report evaluation beyond rdoc.","Explicit limitation reported: The abstract of 'The NIMH Research Domain Criteria Initiative: Background, Issues, and Pragmatics' does not report evaluation beyond rdoc.","The NIMH Research Domain Criteria Initiative: Background, Issues, and Pragmatics",,,,,
EV-af40f40204,,rl_x_sim_to_real,intersection,Shared focus: reinforcement learning in robotics + robot manipulation and learning,Both profiles reference 'reinforcement learning in robotics'. Combining Reinforcement learning for robot control's methods (see profile) with Sim-to-real transfer in robotics's methods (see profile) may advance the shared problem.,,,,,,,
EV-af65bbecea,,gnn_x_protein_structure,intersection,Bridging illustrative x illustrative: combining Graph neural networks for drug discovery and Protein structure prediction expertise,Both publication records touch 'illustrative x illustrative'. A joint direction could combine the methods of Graph neural networks for drug discovery with the methods of Protein structure prediction to address the identified gap. No relevant evidence was found in the searched literature.,Explicit limitation reported: The abstract of 'Molecular Docking: Shifting Paradigms in Drug Discovery' does not report evaluation beyond docking.,Molecular Docking: Shifting Paradigms in Drug Discovery,,,,,
EV-af73ccee7c,,gnn_x_protein_structure,gap,,Explicit limitation reported: The abstract of 'The rise of deep learning in drug discovery' does not report evaluation beyond learning.,Explicit limitation reported: The abstract of 'The rise of deep learning in drug discovery' does not report evaluation beyond learning.,The rise of deep learning in drug discovery,,,,,
EV-af89058639,,rl_x_sim_to_real,gap,,"Possible gap: 'Robot Manipulation and Learning' appears on only one side of this pairing (Reinforcement learning for robot control / Sim-to-real transfer in robotics); joint or comparative evidence was not provided, so a combined treatment is worth empirical study.","Possible gap: 'Robot Manipulation and Learning' appears on only one side of this pairing (Reinforcement learning for robot control / Sim-to-real transfer in robotics); joint or comparative evidence was not provided, so a combined treatment is worth empirical study.",,,,,,
EV-b0a9790db2,,single_cell_x_transfer_learning,gap,,Topics outside the top-ranked papers are least similar to the combined inputs for Single-cell genomics and Transfer learning in bioinformatics; such topics are not jointly evidenced.,Topics outside the top-ranked papers are least similar to the combined inputs for Single-cell genomics and Transfer learning in bioinformatics; such topics are not jointly evidenced.,GSVA: gene set variation analysis for microarray and RNA-Seq data; SCANPY: large-scale single-cell gene expression data analysis; limma powers differential expression analyses for RNA-sequencing and microarray studies,,,,,
EV-b14b0f1071,,clinical_nlp_x_ehr,gap,,"Future-work opportunity: Extending 'The NIMH Research Domain Criteria Initiative: Background, Issues, and Pragmatics' to broader settings is suggested by the absence of such results in the abstract.","Future-work opportunity: Extending 'The NIMH Research Domain Criteria Initiative: Background, Issues, and Pragmatics' to broader settings is suggested by the absence of such results in the abstract.","The NIMH Research Domain Criteria Initiative: Background, Issues, and Pragmatics",,,,,
EV-b1a33399b5,,recommender_x_fairness,gap,,Future-work opportunity: Extending 'Persona' to broader settings is suggested by the absence of such results in the abstract.,Future-work opportunity: Extending 'Persona' to broader settings is suggested by the absence of such results in the abstract.,Persona,,,,,
EV-b1fedb56c9,,causal_inference_x_clinical_ml,gap,,Future-work opportunity: Extending 'Diagnostic and Statistical Manual of Mental Disorders' to broader settings is suggested by the absence of such results in the abstract.,Future-work opportunity: Extending 'Diagnostic and Statistical Manual of Mental Disorders' to broader settings is suggested by the absence of such results in the abstract.,Diagnostic and Statistical Manual of Mental Disorders,,,,,
EV-b27eb1cd0d,,climate_downscaling_x_deep_learning,gap,,Future-work opportunity: Extending 'SoilGrids250m: Global gridded soil information based on machine learning' to broader settings is suggested by the absence of such results in the abstract.,Future-work opportunity: Extending 'SoilGrids250m: Global gridded soil information based on machine learning' to broader settings is suggested by the absence of such results in the abstract.,SoilGrids250m: Global gridded soil information based on machine learning,,,,,
EV-b2d1eb89ed,,federated_learning_x_privacy,gap,,Explicit limitation reported: The abstract of 'The future of digital health with federated learning' does not report evaluation beyond data.,Explicit limitation reported: The abstract of 'The future of digital health with federated learning' does not report evaluation beyond data.,The future of digital health with federated learning,,,,,
EV-b2d6b84654,,speech_recognition_x_hearing_aids,gap,,Future-work opportunity: Extending 'AUDITORY MODELLING FOR AUTOMATIC SPEECH RECOGNITION' to broader settings is suggested by the absence of such results in the abstract.,Future-work opportunity: Extending 'AUDITORY MODELLING FOR AUTOMATIC SPEECH RECOGNITION' to broader settings is suggested by the absence of such results in the abstract.,AUDITORY MODELLING FOR AUTOMATIC SPEECH RECOGNITION,,,,,
EV-b320e63fc8,,causal_inference_x_clinical_ml,intersection,Bridging illustrative x illustrative: combining Causal inference in epidemiology and Machine learning for clinical prediction expertise,Both publication records touch 'illustrative x illustrative'. A joint direction could combine the methods of Causal inference in epidemiology with the methods of Machine learning for clinical prediction to address the identified gap. No relevant evidence was found in the searched literature.,Explicit limitation reported: The abstract of 'TRIPOD+AI statement: updated guidance for reporting clinical prediction models that use regression or machine learning methods' does not report evaluation beyond tripod.,TRIPOD+AI statement: updated guidance for reporting clinical prediction models that use regression or machine learning methods,,,,,
EV-b34801168a,,causal_inference_x_clinical_ml,gap,,Explicit limitation reported: The abstract of 'Diagnostic and Statistical Manual of Mental Disorders' does not report evaluation beyond para.,Explicit limitation reported: The abstract of 'Diagnostic and Statistical Manual of Mental Disorders' does not report evaluation beyond para.,Diagnostic and Statistical Manual of Mental Disorders,,,,,
EV-b4c050c540,,federated_learning_x_privacy,gap,,"Explicit limitation reported: The abstract of 'The NIMH Research Domain Criteria Initiative: Background, Issues, and Pragmatics' does not report evaluation beyond rdoc.","Explicit limitation reported: The abstract of 'The NIMH Research Domain Criteria Initiative: Background, Issues, and Pragmatics' does not report evaluation beyond rdoc.","The NIMH Research Domain Criteria Initiative: Background, Issues, and Pragmatics",,,,,
EV-b4e0ce19de,,quantum_chemistry_x_dft,gap,,Explicit limitation reported: The abstract of 'Advances in molecular quantum chemistry contained in the Q-Chem 4 program package' does not report evaluation beyond include.,Explicit limitation reported: The abstract of 'Advances in molecular quantum chemistry contained in the Q-Chem 4 program package' does not report evaluation beyond include.,Advances in molecular quantum chemistry contained in the Q-Chem 4 program package,,,,,
EV-b54a014bb9,,clinical_nlp_x_ehr,gap,,Explicit limitation reported: The abstract of 'Developing constructs for psychopathology research: Research domain criteria.' does not report evaluation beyond mechanisms.,Explicit limitation reported: The abstract of 'Developing constructs for psychopathology research: Research domain criteria.' does not report evaluation beyond mechanisms.,Developing constructs for psychopathology research: Research domain criteria.,,,,,
EV-b594e22fcd,,gnn_x_protein_structure,gap,,"Possible gap: 'Bioinformatics and Genomic Networks' appears on only one side of this pairing (Graph neural networks for drug discovery / Protein structure prediction); joint or comparative evidence was not provided, so a combined treatment is worth empirical study.","Possible gap: 'Bioinformatics and Genomic Networks' appears on only one side of this pairing (Graph neural networks for drug discovery / Protein structure prediction); joint or comparative evidence was not provided, so a combined treatment is worth empirical study.",,,,,,
EV-b5d0d79baf,,quantum_chemistry_x_dft,gap,,Explicit limitation reported: The abstract of 'QUANTUM ESPRESSO: a modular and open-source software project for quantum simulations of materials' does not report evaluation beyond codes.,Explicit limitation reported: The abstract of 'QUANTUM ESPRESSO: a modular and open-source software project for quantum simulations of materials' does not report evaluation beyond codes.,QUANTUM ESPRESSO: a modular and open-source software project for quantum simulations of materials,,,,,
EV-b6cf31ea39,,climate_downscaling_x_deep_learning,gap,,"Possible gap: 'Arctic and Antarctic ice dynamics' appears on only one side of this pairing (Statistical climate downscaling / Deep learning for earth observation); joint or comparative evidence was not provided, so a combined treatment is worth empirical study.","Possible gap: 'Arctic and Antarctic ice dynamics' appears on only one side of this pairing (Statistical climate downscaling / Deep learning for earth observation); joint or comparative evidence was not provided, so a combined treatment is worth empirical study.",,,,,,
